SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,NEAREST_STN,NEAREST_SCH,NEAREST_SCH_DIST,MONTH_SOLD,YEAR_SOLD
Leeming,428000,4,3,4,803,204,1980,Murdoch Station,LEEMING SENIOR HIGH SCHOOL,0.8703660068269112,11,2018
Walliston,620000,4,2,0,1386,244,1995,Madding,ST BRIGID'S COLLEGE,1.627588918896693,10,2007
Kiara,405000,3,1,3,975,126,1993,Ashfield Station,KIARA COLLEGE,0.5180012679121346,7,2012
Kardinya,643000,4,2,2,701,188,1982,Murdoch Station,NORTH LAKE SENIOR CAMPUS,0.9809345664585672,10,2018
Landsdale,538000,5,2,2,556,212,2006,Greenwood Station,LANDSDALE CHRISTIAN SCHOOL,0.6503653819164303,7,2019
Serpentine,375000,4,2,4,2000,127,1995,Warnbro Station,COURT GRAMMAR SCHOOL,11.114067159171018,9,2014
Beldon,395000,3,1,1,461,130,1985,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.1553102777307784,11,2017
Brookdale,311850,4,2,2,471,154,2014,Armadale Station,ARMADALE SENIOR HIGH SCHOOL,1.2149886200286786,10,2013
Coolbellup,499000,4,2,2,613,230,1969,Murdoch Station,SETON CATHOLIC COLLEGE,0.6046656429050424,3,2017
Jandakot,620000,4,2,2,815,228,2002,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,0.9160905846351473,2,2019
Darling Downs,660000,5,3,2,4297,269,2004,Armadale Station,ARMADALE SENIOR HIGH SCHOOL,3.4953990501896666,7,2018
Hilton,560003,3,2,2,537,175,1953,Fremantle Station,SETON CATHOLIC COLLEGE,1.1883374781016336,8,2016
South Lake,481000,4,2,1,703,123,1985,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,0.8627698562242826,7,2016
Parkerville,635000,3,1,6,20070,160,2001,Midland Station,MUNDARING CHRISTIAN COLLEGE,3.601245645778034,6,2016
Stoneville,430000,3,1,2,2190,120,1995,Midland Station,MUNDARING CHRISTIAN COLLEGE,2.0422468323502296,4,2013
Ashby,430000,4,2,2,570,187,2005,Joondalup Station,WANNEROO SECONDARY COLLEGE,3.1839639763138377,7,2020
Coogee,727000,4,2,2,691,245,1998,Cockburn Central Station,PORT SCHOOL,4.646060583241165,9,2015
Mirrabooka,450000,4,1,1,723,187,1985,Warwick Station,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.6027313733002939,4,2015
Subiaco,910000,2,1,1,241,120,1995,Daglish Station,SHENTON COLLEGE,0.866979288016515,7,2018
Lesmurdie,705000,5,2,3,1000,223,2000,Madding,ST BRIGID'S COLLEGE,0.6772861076458347,4,2018
Tapping,470000,4,2,2,594,250,2002,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,2.1046183466568507,7,2018
Darlington,474000,3,2,3,2851,240,1974,Midland Station,TREETOPS MONTESSORI SCHOOL,1.2138634487887092,1,2018
Jane Brook,515000,4,2,2,430,168,2015,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,3.307926501985638,2,2016
Mahogany Creek,272500,3,1,2,1799,140,1987,Midland Station,MUNDARING CHRISTIAN COLLEGE,3.546323001541575,1,2005
Edgewater,492500,4,2,0,736,197,1987,Edgewater Station,MATER DEI COLLEGE,0.8388866400672013,12,2017
Bennett Springs,565000,4,2,2,631,209,1995,Bassendean Station,KIARA COLLEGE,1.8327815115591517,5,2015
Merriwa,280000,4,2,2,599,105,1990,Clarkson Station,QUINNS BAPTIST COLLEGE,0.5846696918678415,11,2020
Woodbridge,575000,3,1,2,510,112,1935,Woodbridge Station,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.8039341108656063,10,2016
Middle Swan,495000,4,3,2,500,180,2012,Midland Station,LA SALLE COLLEGE,0.8759900360680547,1,2013
Balga,290000,4,1,2,714,132,1984,Warwick Station,BALGA SENIOR HIGH SCHOOL,0.6827401543738686,8,2019
Forrestfield,365000,3,1,2,700,120,1984,Madding,HERITAGE COLLEGE PERTH,2.0446112597278505,9,2020
Roleystone,670000,5,2,7,2783,284,2011,Sherwood Station,SOUTHERN HILLS CHRISTIAN COLLEGE,6.096922304164809,1,2019
South Fremantle,1200000,4,2,3,455,103,1965,Fremantle Station,FREMANTLE COLLEGE,1.3979942512101655,1,2018
Coogee,910000,3,3,2,706,280,1986,Fremantle Station,PORT SCHOOL,3.6256135814331567,2,2019
Rockingham,340000,3,1,2,725,105,1970,Rockingham Station,ROCKINGHAM SENIOR HIGH SCHOOL,0.93256234883412,1,2019
Dalkeith,1800000,4,2,2,1072,233,1985,Claremont Station,METHODIST LADIES' COLLEGE,1.6772415437349486,2,2015
Baldivis,650000,5,1,0,719,278,2013,Warnbro Station,TRANBY COLLEGE,1.405372823464404,5,2020
Harrisdale,492000,4,2,2,446,197,2008,Cockburn Central Station,CAREY BAPTIST COLLEGE,0.6461087757883154,9,2020
Cannington,543800,4,2,2,527,158,1996,Queens Park Station,SEVENOAKS SENIOR COLLEGE,0.4884036882393895,11,2017
Butler,360000,4,2,2,568,151,2006,Butler Station,BUTLER COLLEGE,1.021665760805465,4,2020
Wandi,305000,4,2,2,439,185,2015,Kwinana Station,GILMORE COLLEGE,6.035286552705848,6,2015
Kiara,210000,3,1,2,534,125,1992,Ashfield Station,KIARA COLLEGE,0.5340347342354951,9,2013
Darch,530000,4,2,2,597,211,2006,Greenwood Station,ASHDALE SECONDARY COLLEGE,0.7482650686773793,8,2019
Edgewater,480000,4,2,2,723,185,1982,Edgewater Station,MATER DEI COLLEGE,0.7400292454395415,2,2017
Seville Grove,375000,3,2,2,647,129,1994,Sherwood Station,CECIL ANDREWS COLLEGE,0.7626531679499792,10,2016
Safety Bay,372500,3,2,1,688,160,1980,Rockingham Station,SAFETY BAY SENIOR HIGH SCHOOL,0.5395219042147812,9,2017
Mosman Park,980000,3,2,2,1140,135,1989,Vic,IONA PRESENTATION COLLEGE,0.9228652151245808,9,2017
Gooseberry Hill,1400000,3,2,1,2819,189,1920,Midland Station,KALAMUNDA SENIOR HIGH SCHOOL,1.7815009599188047,12,2015
Mount Claremont,1210000,3,2,2,309,220,2002,Loch Street Station,JOHN XXIII COLLEGE,1.180421191193814,12,2020
Safety Bay,435000,4,2,0,565,214,1997,Rockingham Station,SAFETY BAY SENIOR HIGH SCHOOL,1.3479028438748668,7,2017
Maida Vale,508000,4,2,2,561,199,2003,Midland Station,DARLING RANGE SPORTS COLLEGE,2.2099085631430766,9,2020
Brookdale,315000,4,2,2,330,123,2014,Armadale Station,ARMADALE SENIOR HIGH SCHOOL,1.0412523665189413,3,2017
Ocean Reef,740000,3,2,0,848,215,1989,Edgewater Station,OCEAN REEF SENIOR HIGH SCHOOL,1.1753519817512743,7,2020
Hilbert,493000,4,2,2,475,185,1995,Armadale Station,DALE CHRISTIAN SCHOOL,0.7956199189870173,7,2014
Guildford,561000,2,1,2,357,151,1900,Guildford Station,GUILDFORD GRAMMAR SCHOOL,1.4187649505593358,10,2019
Jolimont,1100000,3,1,1,466,172,1920,Daglish Station,SHENTON COLLEGE,1.8952071671225688,6,2014
Carramar,605000,4,2,2,702,238,1995,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,0.9842990444740486,2,2017
Duncraig,575000,3,1,1,739,129,1980,Greenwood Station,GREENWOOD COLLEGE,1.241765865768387,7,2018
Warnbro,301000,4,2,1,714,104,1993,Warnbro Station,WARNBRO COMMUNITY HIGH SCHOOL,1.311800134024312,9,2018
Marangaroo,380000,3,1,2,486,116,1990,Warwick Station,GIRRAWHEEN SENIOR HIGH SCHOOL,0.40560455627871467,7,2017
Koongamia,350000,3,1,1,692,96,1955,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.1983244996062186,12,2014
Koongamia,172000,3,2,1,729,135,2003,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.156922947251778,9,2005
Jane Brook,725000,4,2,2,641,239,2015,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,3.103587061181075,9,2016
Stratton,255000,3,1,2,539,90,1994,Midland Station,SWAN CHRISTIAN COLLEGE,2.63381347538576,10,2019
Tapping,500000,4,2,2,652,191,2006,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,3.041216733444813,1,2019
Atwell,617500,4,2,2,723,226,1995,Cockburn Central Station,ATWELL COLLEGE,0.5154247249355478,4,2018
Bellevue,520000,3,2,4,837,167,1999,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,1.6154874901931828,3,2014
Viveash,300000,3,1,2,850,104,1969,Midland Station,LA SALLE COLLEGE,0.4119881945200156,3,2010
Stoneville,533000,3,1,4,2024,167,1980,Midland Station,MUNDARING CHRISTIAN COLLEGE,2.6249467640453554,7,2014
Huntingdale,415000,4,2,2,600,137,2002,Thornlie Station,SOUTHERN RIVER COLLEGE,2.139057384391913,4,2020
City Beach,1645000,5,4,2,778,333,1974,Glendalough Station,HALE SCHOOL,1.935451944817012,9,2016
Warwick,655000,4,2,2,702,173,1982,Warwick Station,WARWICK SENIOR HIGH SCHOOL,1.6276382966090317,2,2018
Merriwa,307000,4,2,2,462,149,2002,Butler Station,ALKIMOS BAPTIST COLLEGE,0.38683498476993894,3,2018
Sawyers Valley,405000,2,1,2,1833,109,1981,Midland Station,MUNDARING CHRISTIAN COLLEGE,1.7498143670404982,1,2008
Mirrabooka,458000,6,2,1,626,136,1989,Warwick Station,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,1.4993337726338722,8,2016
Ballajura,335000,4,1,4,704,101,1990,Maylands Station,BALLAJURA COMMUNITY COLLEGE,1.0797588200776862,6,2018
Connolly,745000,4,2,2,827,209,1995,Joondalup Station,LAKE JOONDALUP BAPTIST COLLEGE,0.9453545921308524,9,2014
Joondalup,451000,3,1,1,729,114,1989,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,1.578945271054862,3,2019
Carramar,719000,4,2,2,611,268,2006,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,0.9290056233854244,7,2020
Swan View,726000,4,3,2,2002,470,1979,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.119756454318232,12,2016
Mount Claremont,2150000,5,3,2,1047,375,2000,Claremont Station,JOHN XXIII COLLEGE,0.6858404175532274,9,2016
Menora,875000,2,1,2,660,421,1930,Leederville Station,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.2971257393450282,1,2007
Nedlands,1200000,4,2,4,540,213,2012,Shen,SHENTON COLLEGE,1.5268274216546056,4,2019
Yangebup,325000,3,1,1,350,137,1995,Cockburn Central Station,DIVINE MERCY COLLEGE,0.6893138411265392,7,2019
Ballajura,550000,3,1,2,812,230,1989,Maylands Station,BALLAJURA COMMUNITY COLLEGE,1.3850748073234995,3,2020
Kinross,525000,4,2,2,628,192,1994,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,3.281609960252902,8,2017
Leeming,577000,3,2,2,329,138,2010,Murdoch Station,WILLETTON SENIOR HIGH SCHOOL,1.2111842011618086,12,2019
Forrestfield,305000,3,1,1,363,109,1981,Madding,HERITAGE COLLEGE PERTH,1.6645807316478292,1,2020
Marangaroo,410000,3,1,1,474,120,1995,Warwick Station,GIRRAWHEEN SENIOR HIGH SCHOOL,1.3995611375280053,12,2016
Beckenham,385000,4,1,1,771,121,1984,Beckenham Station,SEVENOAKS SENIOR COLLEGE,1.3521611600884222,1,2017
Duncraig,650000,5,2,1,701,179,1977,Greenwood Station,GREENWOOD COLLEGE,1.0947411762062786,8,2020
Salter Point,1000000,4,1,0,1012,255,2003,Canning Bridge Station,AQUINAS COLLEGE,0.7662105186138404,6,2020
Sinagra,530000,4,2,2,654,239,2008,Joondalup Station,WANNEROO SECONDARY COLLEGE,2.375086858481592,11,2016
Ascot,555000,5,1,2,279,172,1995,Bassendean Station,CYRIL JACKSON SENIOR CAMPUS,1.576298216948368,6,2014
Ridgewood,430000,4,2,2,715,190,1995,Clarkson Station,CLARKSON COMMUNITY HIGH SCHOOL,0.9272027525592176,9,2018
Darch,550000,4,2,2,545,208,2009,Greenwood Station,KINGSWAY CHRISTIAN COLLEGE,0.5494111949901546,12,2019
Redcliffe,555000,4,2,2,496,169,2000,Ashfield Station,BELMONT CITY COLLEGE,1.9128504483919442,1,2017
Carramar,565000,3,2,2,677,190,2005,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,1.286087618601946,1,2018
South Fremantle,950000,3,2,0,270,194,2000,Fremantle Station,FREMANTLE COLLEGE,1.270242671140154,7,2020
Warnbro,800000,4,2,4,2706,224,1993,Warnbro Station,LIVING WATERS LUTHERAN COLLEGE,1.7269586073973442,6,2020
Myaree,625000,4,2,0,422,149,2001,Bull Creek Station,MELVILLE SENIOR HIGH SCHOOL,0.93724925353864,10,2020
Mundaring,675000,4,2,0,2000,189,1996,Midland Station,MUNDARING CHRISTIAN COLLEGE,0.9999925897545044,12,2020
Ascot,580000,4,2,2,462,185,2003,Bassendean Station,CYRIL JACKSON SENIOR CAMPUS,1.529443412071399,10,2016
Kiara,365000,4,2,1,455,128,1992,Ashfield Station,KIARA COLLEGE,0.24063006218577584,11,2009
Applecross,990000,3,1,4,401,84,1966,Canning Bridge Station,APPLECROSS SENIOR HIGH SCHOOL,2.0094986087565623,7,2017
Midvale,375000,4,2,1,404,121,1998,Midland Station,YOUTH FUTURES COMMUNITY SCHOOL,1.170150834928759,12,2012
Ashfield,358000,3,2,1,450,122,1997,Ashfield Station,CYRIL JACKSON SENIOR CAMPUS,0.951161627482916,6,2006
Eglinton,279500,4,2,0,510,231,2015,Butler Station,YANCHEP SECONDARY COLLEGE,5.598316988998217,9,2015
Mindarie,660000,4,1,0,712,200,1998,Clarkson Station,YOUTH FUTURES COMMUNITY SCHOOL,0.9353100373987124,9,2020
North Beach,1980000,2,2,1,637,114,1995,Warwick Station,CARINE SENIOR HIGH SCHOOL,2.239538254155457,8,2018
Ashfield,435000,4,2,2,600,129,1996,Ashfield Station,CYRIL JACKSON SENIOR CAMPUS,0.6337536997532519,8,2006
Iluka,1500000,5,4,2,639,467,2003,Currambine Station,PRENDIVILLE CATHOLIC COLLEGE,2.3290021181206537,9,2016
Clarkson,299000,4,2,2,758,154,1996,Clarkson Station,QUINNS BAPTIST COLLEGE,0.37489501494719296,9,2019
Hilbert,445000,3,2,2,302,155,2016,Armadale Station,DALE CHRISTIAN SCHOOL,3.771691812464396,7,2016
Hillman,315000,4,2,1,709,164,1976,Rockingham Station,KOLBE CATHOLIC COLLEGE,1.094105681151445,3,2009
Queens Park,500000,4,2,2,441,160,2002,Canning,ST NORBERT COLLEGE,0.8039392416059779,6,2016
Morley,650000,3,1,2,801,240,2008,Ashfield Station,HAMPTON SENIOR HIGH SCHOOL,0.26327518860137983,8,2020
Mardella,270000,4,2,0,3030,214,2000,Armadale Station,COURT GRAMMAR SCHOOL,4.341164004434703,10,2002
Secret Harbour,700000,4,2,3,605,250,2007,Warnbro Station,COMET BAY COLLEGE,1.2503996780702538,10,2020
Atwell,442000,3,1,2,652,115,1994,Cockburn Central Station,ATWELL COLLEGE,1.4006758647046458,7,2019
Kallaroo,470000,3,1,2,407,100,1978,Whitfords Station,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.9636031710496228,10,2016
Ocean Reef,940250,5,3,2,860,330,1988,Edgewater Station,OCEAN REEF SENIOR HIGH SCHOOL,0.7588981609905694,5,2017
Bentley,375000,3,1,3,504,81,1986,Welshpool Station,ST NORBERT COLLEGE,1.7715423459196555,5,2018
Burns Beach,672500,4,2,2,501,209,2012,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,3.4477252219055816,1,2019
Rivervale,400000,3,1,0,363,90,1966,Burswood Station,BELMONT CITY COLLEGE,1.6923949695480145,8,2020
Craigie,445000,3,2,0,684,117,1978,Whitfords Station,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.9879855239607211,3,2017
Langford,468000,4,2,2,703,184,1970,Thornlie Station,LANGFORD ISLAMIC COLLEGE,1.398161832735592,2,2018
Kwinana Town Centre,145700,3,2,0,206,120,2015,Wellard Station,GILMORE COLLEGE,0.5263698128407971,8,2013
Mount Claremont,1050000,4,2,2,476,201,1992,Loch Street Station,JOHN XXIII COLLEGE,0.8275939540060989,12,2017
Bertram,470000,4,2,2,646,279,2005,Kwinana Station,THE KING'S COLLEGE,0.7693773588668795,6,2016
Leda,325000,4,2,2,542,150,1995,Wellard Station,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.2840511203278493,6,2015
Hocking,360000,3,1,1,680,114,1989,Edgewater Station,WANNEROO SECONDARY COLLEGE,0.8494166623508562,7,2020
Parmelia,220000,4,2,2,711,118,2013,Wellard Station,GILMORE COLLEGE,0.26812881052805065,6,2019
Hilbert,276000,3,2,0,332,143,2015,Armadale Station,DALE CHRISTIAN SCHOOL,0.8837128034513028,3,2015
Piara Waters,618000,4,2,0,524,202,1995,Cockburn Central Station,CAREY BAPTIST COLLEGE,2.9642350869158345,12,2020
Bedfordale,330000,4,3,0,4815,315,1995,Armadale Station,SOUTHERN HILLS CHRISTIAN COLLEGE,1.5761664875575228,3,2016
Duncraig,950000,4,2,2,716,245,1983,Greenwood Station,DUNCRAIG SENIOR HIGH SCHOOL,0.5115552779745092,10,2020
Helena Valley,464000,3,2,2,276,110,2013,Midland Station,YOUTH FUTURES COMMUNITY SCHOOL,3.0052414634855,4,2017
Menora,1365000,4,3,3,1317,293,1955,Perth Station,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.9173096561099368,5,2018
Baskerville,1500000,3,1,1,54696,100,1974,Midland Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.640206935482151,10,2009
Thornlie,300000,3,1,2,675,90,1975,Thornlie Station,THORNLIE SENIOR HIGH SCHOOL,0.260842115782858,12,2019
City Beach,1720000,4,2,2,840,251,1995,Swanbourne Station,NEWMAN COLLEGE,1.6808272958776116,7,2019
The Vines,455000,4,2,0,706,280,1995,Midland Station,HOLY CROSS COLLEGE,3.737519633723225,10,2017
Hillman,278000,3,1,2,780,88,1977,Rockingham Station,KOLBE CATHOLIC COLLEGE,0.7248881514186591,12,2014
Harrisdale,1200000,4,3,2,753,438,2009,Kelmscott Station,CAREY BAPTIST COLLEGE,0.4391706404462042,4,2018
Cooloongup,430000,4,2,2,802,197,1992,Rockingham Station,KOLBE CATHOLIC COLLEGE,1.702445205869365,9,2017
Stratton,365000,4,2,2,568,125,1995,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.7569718813721726,6,2015
Wattle Grove,486000,3,2,2,454,150,2012,Madding,REHOBOTH CHRISTIAN COLLEGE,3.183440720416609,11,2016
Dayton,430000,3,2,2,254,124,2014,Guildford Station,KIARA COLLEGE,3.85067415810932,9,2015
Nollamara,300000,3,1,1,893,98,1992,Stirling Station,DIANELLA SECONDARY COLLEGE,1.6815137630037258,7,2020
Palmyra,740000,5,2,2,534,176,1998,Fremantle Station,MELVILLE SENIOR HIGH SCHOOL,1.7835103826091017,9,2019
The Vines,859000,4,2,4,1638,315,2008,Woodbridge Station,HOLY CROSS COLLEGE,2.155503816184545,12,2018
Success,540000,4,2,2,545,199,2010,Cockburn Central Station,ATWELL COLLEGE,2.1681731947749148,8,2019
Bateman,778000,4,2,2,757,182,1982,Murdoch Station,CORPUS CHRISTI COLLEGE,0.3837483829070637,3,2016
Koongamia,385000,3,1,1,675,91,1959,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.0766100127695126,9,2015
Mirrabooka,410000,2,1,1,728,83,1988,Warwick Station,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.988504626731202,2,2015
Mindarie,610000,5,2,2,711,274,2004,Clarkson Station,QUINNS BAPTIST COLLEGE,0.2598455073393087,11,2020
Leda,215000,3,1,1,568,110,1993,Wellard Station,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.3489504259152991,8,2017
Hammond Park,595000,4,1,0,642,229,2006,Cockburn Central Station,ATWELL COLLEGE,2.7382702315549623,10,2019
Hillman,320000,3,1,2,682,152,1976,Rockingham Station,KOLBE CATHOLIC COLLEGE,0.9375183314651688,6,2014
Koongamia,262000,2,1,0,751,90,1959,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,1.7734872439803744,2,2010
Bennett Springs,525000,4,2,2,558,198,1995,Ashfield Station,KIARA COLLEGE,2.2492609608631016,9,2014
Waterford,1050000,4,2,3,606,293,2001,Canning Bridge Station,CLONTARF ABORIGINAL COLLEGE,0.23144033670138894,11,2011
Kenwick,370000,7,2,2,670,199,1975,Madding,REHOBOTH CHRISTIAN COLLEGE,0.5661079559422498,8,2019
Currambine,540000,4,3,2,734,169,1998,Joondalup Station,LAKE JOONDALUP BAPTIST COLLEGE,0.8231101093599166,11,2019
Harrisdale,462500,4,2,2,451,190,2010,Cockburn Central Station,CAREY BAPTIST COLLEGE,0.8353692575590184,12,2018
Bentley,438000,5,2,4,439,135,1996,Welshpool Station,CANNING COLLEGE,1.6122726567935943,12,2018
Hilton,467500,2,1,2,900,110,1951,Fremantle Station,SETON CATHOLIC COLLEGE,1.110262846934111,12,2015
Beeliar,500000,4,2,2,477,184,2015,Cockburn Central Station,DIVINE MERCY COLLEGE,1.804335272481553,8,2019
Mount Claremont,1900000,5,2,4,969,352,1992,Loch Street Station,JOHN XXIII COLLEGE,0.4198874367066395,9,2019
Ascot,854000,3,2,2,304,189,2011,Bayswater Station,BELMONT CITY COLLEGE,2.8524954841895083,3,2015
Glen Forrest,520000,3,1,2,1819,122,1995,Midland Station,HELENA COLLEGE,1.5130458754077822,8,2016
Kenwick,350000,4,2,2,431,141,1999,Madding,ST FRANCIS' SCHOOL,0.9969782930410068,10,2018
Beechboro,475000,4,2,2,594,158,1991,Bayswater Station,KIARA COLLEGE,1.7217063113988582,6,2017
Duncraig,1115000,4,4,7,703,343,1980,Greenwood Station,GREENWOOD COLLEGE,1.493580155640328,7,2018
Carine,800000,4,2,4,712,120,1977,Warwick Station,CARINE SENIOR HIGH SCHOOL,0.8595353824985218,12,2016
Secret Harbour,385000,4,2,2,572,209,2005,Warnbro Station,COMET BAY COLLEGE,0.4823109203542586,8,2019
Beldon,550000,4,2,0,723,148,1995,Edgewater Station,BELRIDGE SECONDARY COLLEGE,0.4080516025468397,8,2015
Armadale,176500,3,1,1,694,109,1977,Armadale Station,DALE CHRISTIAN SCHOOL,0.3272447647693005,11,2019
Carramar,435000,4,2,2,741,187,1995,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,2.1772039345882086,3,2017
Safety Bay,360000,4,1,2,931,121,1972,Rockingham Station,SAFETY BAY SENIOR HIGH SCHOOL,2.177071223403575,2,2018
Iluka,625000,4,2,2,355,225,2004,Currambine Station,PRENDIVILLE CATHOLIC COLLEGE,2.361965537002624,11,2020
Kalamunda,582500,3,1,3,1070,86,1930,Midland Station,KALAMUNDA SENIOR HIGH SCHOOL,0.13995116774075453,11,2020
Spearwood,408000,3,2,2,328,113,1995,Cockburn Central Station,PORT SCHOOL,3.1924080152838537,8,2020
Swanbourne,2302500,5,3,4,405,235,1930,Swanbourne Station,SCOTCH COLLEGE,0.3186265703641687,5,2016
Sorrento,680000,4,2,3,607,210,1985,Greenwood Station,DUNCRAIG SENIOR HIGH SCHOOL,0.7449645325937754,5,2020
Churchlands,1400000,4,3,2,550,309,2003,Glendalough Station,CHURCHLANDS SENIOR HIGH SCHOOL,0.6472695052660501,6,2016
Kardinya,610000,4,2,2,549,182,1990,Murdoch Station,KENNEDY BAPTIST COLLEGE,0.8896739357500936,11,2019
Woodvale,554500,3,2,2,409,143,1992,Edgewater Station,WOODVALE SECONDARY COLLEGE,1.8297784292650063,11,2018
Marangaroo,420000,4,2,2,689,149,1998,Greenwood Station,ASHDALE SECONDARY COLLEGE,1.164068658295748,6,2017
Bull Creek,950000,6,3,6,691,260,1976,Murdoch Station,WILLETTON SENIOR HIGH SCHOOL,1.0943632360575952,12,2017
Southern River,705000,4,2,0,769,271,2008,Thornlie Station,PROVIDENCE CHRISTIAN COLLEGE,0.4484271555671028,7,2020
Trigg,780000,3,1,1,527,102,1974,Stirling Station,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.1220637447873607,7,2016
Middle Swan,505000,4,2,2,484,184,2010,Midland Station,LA SALLE COLLEGE,1.1206219018171837,5,2014
Hammond Park,515000,4,2,2,604,215,2003,Cockburn Central Station,ATWELL COLLEGE,2.235552418338986,1,2020
Singleton,345000,3,1,5,783,112,1990,Mandurah Station,MANDURAH BAPTIST COLLEGE,2.544459543575357,7,2018
Beldon,460000,4,1,2,718,120,1987,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.1812439944782007,10,2014
Rossmoyne,1778000,5,3,3,950,388,2013,Bull Creek Station,ROSSMOYNE SENIOR HIGH SCHOOL,0.7034826469899841,12,2018
Burns Beach,900000,4,3,2,550,315,2008,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,3.296834641262252,7,2017
Beeliar,495000,4,2,2,472,158,1995,Cockburn Central Station,DIVINE MERCY COLLEGE,1.0426117843627016,11,2018
Two Rocks,395000,5,2,4,536,227,2011,Butler Station,YANCHEP SECONDARY COLLEGE,6.600989337021356,9,2020
Beeliar,605000,4,2,2,567,217,1995,Cockburn Central Station,DIVINE MERCY COLLEGE,1.5156131869524645,10,2018
Stirling,625000,3,2,3,641,164,1980,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,0.6794950962225728,8,2020
South Lake,499000,4,2,2,700,216,1994,Murdoch Station,LAKELAND SENIOR HIGH SCHOOL,1.168552874247075,6,2016
Alkimos,595000,4,2,2,631,255,2011,Butler Station,BUTLER COLLEGE,6.239038371744473,1,2019
Clarkson,379000,4,2,2,662,210,1998,Clarkson Station,YOUTH FUTURES COMMUNITY SCHOOL,0.466255249923369,9,2020
Ridgewood,520000,4,2,2,653,166,2007,Clarkson Station,ALKIMOS BAPTIST COLLEGE,1.4236311638459742,4,2015
Jandakot,912000,4,3,2,593,323,1998,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,1.2268959525674386,7,2014
Quinns Rocks,475000,4,2,0,607,166,2001,Butler Station,ALKIMOS BAPTIST COLLEGE,1.2673856056045565,1,2020
Dianella,560000,2,1,0,684,164,1970,Mount Lawley Station,CARMEL SCHOOL,1.730855862467552,7,2020
Bickley,1000000,5,3,2,60024,236,1990,Madding,CARMEL ADVENTIST COLLEGE,1.7724716913440637,6,2009
